MATCH_ID,RANK_PLAYED_AT,T1P1NAME,T1P1RANK,T1P1CHAMPION,T1P1SPELL1,T1P1SPELL2,T1P1SUMMONERLEVEL,T1P1WINS,T1P1LOSSES,T1P1VETERAN,T1P1HOTSTREAK,T1P2NAME,T1P2RANK,T1P2CHAMPION,T1P2SPELL1,T1P2SPELL2,T1P2SUMMONERLEVEL,T1P2WINS,T1P2LOSSES,T1P2VETERAN,T1P2HOTSTREAK,T1P3NAME,T1P3RANK,T1P3CHAMPION,T1P3SPELL1,T1P3SPELL2,T1P3SUMMONERLEVEL,T1P3WINS,T1P3LOSSES,T1P3VETERAN,T1P3HOTSTREAK,T1P4NAME,T1P4RANK,T1P4CHAMPION,T1P4SPELL1,T1P4SPELL2,T1P4SUMMONERLEVEL,T1P4WINS,T1P4LOSSES,T1P4VETERAN,T1P4HOTSTREAK,T1P5NAME,T1P5RANK,T1P5CHAMPION,T1P5SPELL1,T1P5SPELL2,T1P5SUMMONERLEVEL,T1P5WINS,T1P5LOSSES,T1P5VETERAN,T1P5HOTSTREAK,T1Kayle,T1Jax,T1Diana,T1Yasuo,T1Aphelios,T1Senna,T1Sett,T1Warwick,T1MissFortune,T1Jhin,T1Soraka,T1Renekton,T1Fizz,T1Caitlyn,T1Leona,T1Ekko,T1Zed,T1Ashe,T1Rell,T1Yorick,T1Trundle,T1Qiyana,T1Velkoz,T1Gangplank,T1MonkeyKing,T1Shyvana,T1Akshan,T1Blitzcrank,T1Irelia,T1Taric,T1Ahri,T1Samira,T1Lux,T1Volibear,T1Akali,T1Twitch,T1Garen,T1Graves,T1Sylas,T1Draven,T1TahmKench,T1Veigar,T1Brand,T1Pantheon,T1Khazix,T1Vex,T1Pyke,T1Amumu,T1Katarina,T1Vayne,T1Shaco,T1Vi,T1Kaisa,T1Morgana,T1Illaoi,T1Nunu,T1Yone,T1Jinx,T1Braum,T1Nasus,T1Aatrox,T1Evelynn,T1Janna,T1Zeri,T1Darius,T1Leblanc,T1Tristana,T1Cassiopeia,T1Riven,T1Zoe,T1Malphite,T1Lucian,T1Lulu,T1Lillia,T1Fiora,T1Urgot,T1Orianna,T1Renata,T1Sion,T1Mordekaiser,T1Sona,T1Viego,T1Viktor,T1Xayah,T1Thresh,T1AurelionSol,T1Sivir,T1Nautilus,T1Chogath,T1Galio,T1Kassadin,T1Ziggs,T1Kled,T1Vladimir,T1Teemo,T1Neeko,T1Karthus,T1Ezreal,T1Gwen,T1Kayn,T1XinZhao,T1Nocturne,T1Zyra,T1Rammus,T1Camille,T1Xerath,T1Yuumi,T1Ornn,T1Skarner,T1Annie,T1Corki,T1Karma,T1Syndra,T1Varus,T1Talon,T1Shen,T1Udyr,T1Sejuani,T1Tryndamere,T1RekSai,T1Olaf,T1Nami,T1Taliyah,T1Nidalee,T1LeeSin,T1Alistar,T1Rengar,T1Swain,T1Poppy,T1Elise,T1Kennen,T1Seraphine,T1Kalista,T2P1NAME,T2P1RANK,T2P1CHAMPION,T2P1SPELL1,T2P1SPELL2,T2P1SUMMONERLEVEL,T2P1WINS,T2P1LOSSES,T2P1VETERAN,T2P1HOTSTREAK,T2P2NAME,T2P2RANK,T2P2CHAMPION,T2P2SPELL1,T2P2SPELL2,T2P2SUMMONERLEVEL,T2P2WINS,T2P2LOSSES,T2P2VETERAN,T2P2HOTSTREAK,T2P3NAME,T2P3RANK,T2P3CHAMPION,T2P3SPELL1,T2P3SPELL2,T2P3SUMMONERLEVEL,T2P3WINS,T2P3LOSSES,T2P3VETERAN,T2P3HOTSTREAK,T2P4NAME,T2P4RANK,T2P4CHAMPION,T2P4SPELL1,T2P4SPELL2,T2P4SUMMONERLEVEL,T2P4WINS,T2P4LOSSES,T2P4VETERAN,T2P4HOTSTREAK,T2P5NAME,T2P5RANK,T2P5CHAMPION,T2P5SPELL1,T2P5SPELL2,T2P5SUMMONERLEVEL,T2P5WINS,T2P5LOSSES,T2P5VETERAN,T2P5HOTSTREAK,T2Kayle,T2Jax,T2Diana,T2Yasuo,T2Aphelios,T2Senna,T2Sett,T2Warwick,T2MissFortune,T2Jhin,T2Soraka,T2Renekton,T2Fizz,T2Caitlyn,T2Leona,T2Ekko,T2Zed,T2Ashe,T2Rell,T2Yorick,T2Trundle,T2Qiyana,T2Velkoz,T2Gangplank,T2MonkeyKing,T2Shyvana,T2Akshan,T2Blitzcrank,T2Irelia,T2Taric,T2Ahri,T2Samira,T2Lux,T2Volibear,T2Akali,T2Twitch,T2Garen,T2Graves,T2Sylas,T2Draven,T2TahmKench,T2Veigar,T2Brand,T2Pantheon,T2Khazix,T2Vex,T2Pyke,T2Amumu,T2Katarina,T2Vayne,T2Shaco,T2Vi,T2Kaisa,T2Morgana,T2Illaoi,T2Nunu,T2Yone,T2Jinx,T2Braum,T2Nasus,T2Aatrox,T2Evelynn,T2Janna,T2Zeri,T2Darius,T2Leblanc,T2Tristana,T2Cassiopeia,T2Riven,T2Zoe,T2Malphite,T2Lucian,T2Lulu,T2Lillia,T2Fiora,T2Urgot,T2Orianna,T2Renata,T2Sion,T2Mordekaiser,T2Sona,T2Viego,T2Viktor,T2Xayah,T2Thresh,T2AurelionSol,T2Sivir,T2Nautilus,T2Chogath,T2Galio,T2Kassadin,T2Ziggs,T2Kled,T2Vladimir,T2Teemo,T2Neeko,T2Karthus,T2Ezreal,T2Gwen,T2Kayn,T2XinZhao,T2Nocturne,T2Zyra,T2Rammus,T2Camille,T2Xerath,T2Yuumi,T2Ornn,T2Skarner,T2Annie,T2Corki,T2Karma,T2Syndra,T2Varus,T2Talon,T2Shen,T2Udyr,T2Sejuani,T2Tryndamere,T2RekSai,T2Olaf,T2Nami,T2Taliyah,T2Nidalee,T2LeeSin,T2Alistar,T2Rengar,T2Swain,T2Poppy,T2Elise,T2Kennen,T2Seraphine,T2Kalista,WINNINGTEAM
NA1_4285296543,GOLD IV,b'EvanBagW',12,Mordekaiser,4,6,114,130,130,0,0,b'L9 kudra',11,Graves,11,4,170,43,26,0,0,b'Afk farm lane',11,Yasuo,4,14,47,42,37,0,0,b'NoThingzBlitz',12,Volibear,4,14,217,96,85,0,0,b'ComsicGhostRider',12,TahmKench,7,4,261,203,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Hide the Froth',12,Gangplank,12,4,351,21,26,0,0,b'SS Omicron',9,MonkeyKing,4,11,42,17,25,0,0,b'yndcdcco',11,Leblanc,4,14,63,43,41,0,0,b'Buzzay',12,Jhin,7,4,163,105,89,0,0,b'HipHopPillow',12,Senna,3,4,203,129,129,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4285756601,GOLD IV,b'Sphinx Ra',11,Urgot,12,4,336,9,7,0,0,b'\xc5\xa0HABBA',9,Volibear,11,4,527,19,19,0,0,b'bobisawsome7',12,Corki,4,12,271,316,304,0,0,b'LEE77',10,Ezreal,4,7,258,14,9,0,0,b'ZJ229',12,Blitzcrank,4,14,274,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'EnderSampson2',10,Karma,4,12,33,20,19,0,0,b'BallerJ14',12,Khazix,11,4,121,55,30,0,0,b'B360',11,Syndra,4,14,450,21,20,0,0,b'Chabelinsky',10,Tristana,4,7,46,9,6,0,0,b'Strategyst0',12,Galio,14,4,195,43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4285584786,PLATINUM I,b'Rchor',19,Darius,14,4,78,189,171,0,0,b'Im Brite',19,Karthus,4,11,440,225,229,0,0,b'Jaeluvxs',20,Zed,4,14,430,255,250,0,0,b'SatomisFanboy',19,Varus,3,4,263,208,213,0,0,b'squad922',19,Pantheon,14,4,294,103,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Dusik Kim',19,Aatrox,12,4,364,26,28,0,0,b'SHAC0PIUM',20,Shaco,14,11,589,366,363,0,0,b'iChobin',19,Akali,4,14,526,302,277,0,0,b'legochicken',18,Lucian,4,7,490,88,93,0,0,b'ArdentEscutcheon',19,Janna,4,7,246,109,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4263356620,PLATINUM I,b'The Mental Diff',19,Garen,14,4,103,29,23,0,0,b'Lokenox',19,Kayn,11,4,117,114,96,0,0,b'GetFaded',21,Yone,14,4,333,269,266,0,0,b'CR OoO',23,Xayah,4,3,510,206,216,0,0,b'Bumkey',19,Blitzcrank,14,4,487,269,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'aqvmyz',20,Jax,4,12,38,66,51,0,0,b'PunaniBoi',23,Volibear,11,4,458,268,237,0,0,b'THE BOOOYYY',23,Ahri,4,14,43,245,211,0,0,b'Bandzz',22,Aphelios,7,4,498,140,145,0,0,b'YamiDesuuu',22,Soraka,4,3,266,186,181,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4281496574,PLATINUM III,b'Saucy Sriracha',17,Ornn,12,4,260,85,67,0,0,b'XFW LRY',16,Sejuani,11,4,391,100,109,0,0,b'CuteSupportGurl',16,Jhin,7,4,94,216,209,0,0,b'Berracinarsc',16,Ziggs,4,12,40,63,57,0,0,b'Balloonfoot',17,Pyke,4,14,342,143,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Mar4tio',17,Tryndamere,4,14,61,47,42,0,0,b'LiamNeesonsDrift',17,Karthus,11,4,113,120,131,0,0,b'Urbiblav',16,Zed,14,4,40,63,53,0,0,b'My Daddy Eman',16,Caitlyn,4,7,304,482,486,0,0,b'ur man says hi',17,Sona,4,3,522,469,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4283927340,DIAMOND II,b'lzfhenry',22,MonkeyKing,4,14,444,507,502,0,0,b'G\xc3\xa0o',21,Khazix,4,11,144,165,178,0,0,b'StabNoob',22,Zed,14,4,89,102,79,0,0,b'I am a bad adc',21,Samira,3,4,440,75,64,0,0,b'aeT ahC',22,Nami,14,4,408,94,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b'Corpse Kid',23,Teemo,4,14,430,180,162,0,0,b'YokiMa',22,Kayn,4,11,241,501,489,0,0,b'LordKalabhairava',22,Sylas,14,4,237,234,243,0,0,b'Roddy',23,Lucian,3,4,762,441,417,0,0,b'tr\xc3\xadnh',23,Nautilus,4,14,244,108,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4286161365,DIAMOND II,b'shadowbeaster',22,Tryndamere,4,6,407,119,114,0,0,b'The Pissrat',21,RekSai,11,4,103,168,180,0,0,b'Myst\xc4\xb1fy',22,Taliyah,4,14,291,89,102,0,0,b'Pixel',22,Jinx,7,4,620,179,173,0,0,b'eStarAstral',22,Lulu,4,3,471,304,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,b'Ardenweal',21,Malphite,14,4,93,210,200,0,0,b'Tony R3dGrave',22,Graves,4,11,660,130,97,0,0,b'SparkyChak',21,Vladimir,4,14,70,173,145,0,0,b'ManateeWaffles',22,Karthus,7,3,292,305,266,0,0,b'feral gaymer',21,Senna,21,4,552,51,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4286078533,DIAMOND III,b'rRoastMe',21,Viego,4,12,222,67,60,0,0,b'EkkoWWolrd1',19,Ekko,11,4,41,74,57,0,0,b'zendeptrai98',21,Yone,14,4,400,627,630,0,0,b'Vobowooz',20,Ezreal,4,7,415,182,190,0,0,b'nJuJdSam',19,Twitch,4,14,78,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Kayn Dog',19,Aatrox,14,4,298,51,24,0,0,b'Fr0mTheSwamp',19,Zed,11,4,199,27,20,0,0,b'Sangoku Nadeko',19,Zoe,14,4,200,109,95,0,0,b'P\xc3\xa1\xc5\x84da',21,MissFortune,7,4,452,327,315,0,0,b'CheesusCrust15',19,Nautilus,14,4,390,40,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4285912020,DIAMOND III,b'RawwR',19,Yone,4,14,217,15,29,0,0,b'Oanamie twtv',23,Kayn,11,4,71,204,204,0,0,b'Wnsontan',20,Galio,14,4,68,245,247,0,0,b'adlk525',22,Ashe,4,7,422,93,104,0,0,b'Iloveyouuuuuuuu',21,Renata,4,14,441,245,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'The25thPuck',21,Fiora,4,14,84,107,86,0,0,b'Lin Yoga',23,Nidalee,11,4,288,70,68,0,0,b'bombtruck457',21,Qiyana,4,14,326,83,79,0,0,b'Punk Edwin v2 ',22,Twitch,1,4,359,103,103,0,0,b'Baby Girl QwQ',21,Yuumi,14,3,224,218,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
NA1_4285583542,DIAMOND III,b'HoneyBeeCry',21,Pantheon,14,4,164,79,65,0,0,b'New Law',22,LeeSin,4,11,595,283,275,0,0,b'Allmutedzzz',20,Irelia,4,14,83,27,17,0,0,b'I Carry U Sleep',20,Kaisa,3,4,119,15,29,0,0,b'Lustb\xc3\xb6y',21,Alistar,14,4,64,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,b'Q1WQ2EQ3',20,Yasuo,4,12,59,30,23,0,0,b'Xi\xc3\xa8 \xc3\x9fro',22,Nocturne,4,11,635,248,229,0,0,b'Epona',22,Leblanc,14,4,451,181,160,0,0,b'VinnyDaGod',20,Jinx,7,4,432,24,15,0,0,b'EAU P\xc3\x89TILLANTE',21,Senna,3,4,54,69,63,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4285872050,DIAMOND IV,b'Blood on hands',21,Aatrox,4,14,499,58,62,0,0,b'Anti Naoyixue',20,Khazix,11,4,789,157,159,0,0,b'Nelson Sawyer',22,Ahri,14,4,541,107,124,0,0,b'Myran',21,Draven,4,3,50,84,57,0,0,b'swimmy1318',20,Lulu,4,7,143,261,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Miami Top Laner',21,MonkeyKing,14,4,609,99,121,0,0,b'BreezeTuxedo',22,Karthus,3,11,66,253,213,0,0,b'ONEMCCHICKENPLZ',20,Qiyana,14,4,419,168,167,0,0,b'run2you',21,Jhin,4,3,255,201,193,0,0,b'HotSmores12',22,Thresh,4,14,263,200,184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4286075127,MASTER,b'12 hours a day',24,Fiora,12,4,115,66,57,0,0,b'Wic',24,Sejuani,11,4,380,125,96,0,0,b'twtv Dziarmaga',24,Qiyana,4,14,371,265,241,0,0,b'kxbe',24,Caitlyn,4,7,60,194,167,0,0,b'Melyn',24,Zyra,4,14,245,71,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'1WeaksideWarrior',24,Shen,4,12,585,438,407,0,0,b'ShleepyHead',24,Rengar,4,11,736,416,407,0,0,b'\xc3\x98rca',24,Orianna,4,21,198,162,141,0,0,b'ohn kai lil ruu',24,Swain,4,7,649,304,280,0,0,b'Iced Venti',24,Morgana,4,14,618,161,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
NA1_4285570358,GRANDMASTER,b'Pierre Gasly',25,Gangplank,12,4,133,264,232,0,0,b'Ban Trynd ty',24,Diana,4,11,86,17,4,0,0,b'MajesticMastodon',25,Qiyana,14,4,236,121,104,0,0,b'Thresh',23,Aphelios,3,4,224,32,9,0,0,b'VULCAN10',24,Thresh,4,14,228,53,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'nathan we miss u',26,Poppy,4,12,484,269,241,0,0,b'Delllarth',26,Graves,11,4,77,235,185,0,0,b'XAXAXAXAXAX',24,Orianna,4,3,404,38,26,0,0,b'sk\xc3\xa9tch',26,Tristana,3,4,50,64,48,0,0,b'Armored Mawdad',26,Alistar,4,14,255,350,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
NA1_4285671164,GRANDMASTER,b'Sanchovies',25,Camille,12,4,495,148,130,0,0,b'jiudaozheIiba',24,Elise,4,11,99,66,45,0,0,b'Kral Closer',26,Ahri,4,12,232,165,118,0,0,b'ADCADC123',25,Jinx,4,7,312,137,112,0,0,b'bizzy banks',25,Rell,4,14,110,92,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,b'WX Ltyitimo',26,Kennen,12,4,533,149,109,0,0,b'Fight me homie',26,Graves,11,4,266,226,202,0,0,b'thechoosenone',24,Leblanc,4,14,51,83,63,0,0,b'Good Boi',26,Ezreal,4,1,592,158,145,0,0,b'Throw',26,Yuumi,14,3,152,90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
